,name,count,phonetics,meta1,soundex
16248,Kloey,559,CLAY,KL,K400
16249,Kloie,194,CLY,KL,K400
16250,Klyde,11,CLAD,KLT,K430
16251,Klye,11,CLY,KL,K400
16252,Klynn,47,CLAN,KLN,K450
16253,Knight,54,NAGT,NT,K523
16254,Knoah,8,N,N,K500
16255,Knowledge,207,NALAG,NLJ,K543
16256,Knox,5917,NAX,NKS,K520
16257,Knute,5,NAT,NT,K530
16258,Koa,726,C,K,K000
16259,Koah,6,C,K,K000
16260,Koalii,5,CAL,KL,K400
16261,Koamalu,13,CANAL,KML,K540
16262,Kobe,14172,CAB,KP,K100
16263,Koben,5,CABAN,KPN,K150
16264,Kobey,38,CABY,KP,K100
16265,Kobi,313,CAB,KP,K100
16266,Kobie,315,CABY,KP,K100
16267,Koby,3365,CABY,KP,K100
16268,Koda,781,CAD,KT,K300
16269,Kodey,19,CADY,KT,K300
16270,Kodi,1288,CAD,KT,K300
16271,Kodiak,34,CADAC,KTK,K320
16272,Kodie,254,CADY,KT,K300
16273,Kody,19807,CADY,KT,K300
16274,Koen,1661,CAN,KN,K500
16275,Kofi,266,CAF,KF,K100
16276,Kohana,5,CAN,KHN,K500
16277,Kohei,5,C,KH,K000
16278,Kohen,1502,CAN,KHN,K500
16279,Kohl,399,CAL,KL,K400
16280,Koi,35,C,K,K000
16281,Koichi,71,CAC,KX,K200
16282,Koji,87,CAJ,KJ,K200
16283,Kolbe,158,CALB,KLP,K410
16284,Kolbi,39,CALB,KLP,K410
16285,Kolbie,139,CALBY,KLP,K410
16286,Kolby,8257,CALBY,KLP,K410
16287,Kole,5720,CAL,KL,K400
16288,Koleta,5,CALAT,KLT,K430
16289,Kolette,5,CALAT,KLT,K430
16290,Kolin,360,CALAN,KLN,K450
16291,Kolina,6,CALAN,KLN,K450
16292,Kolleen,108,CALAN,KLN,K450
16293,Kollin,847,CALAN,KLN,K450
16294,Kollins,13,CALAN,KLNS,K452
16295,Kollyns,5,CALAN,KLNS,K452
16296,Kolsen,6,CALSAN,KLSN,K425
16297,Kolson,18,CALSAN,KLSN,K425
16298,Kolston,35,CALSTAN,KLST,K423
16299,Kolt,449,CALT,KLT,K430
16300,Kolten,2691,CALTAN,KLTN,K435
16301,Kolter,85,CALTAR,KLTR,K436
16302,Koltin,55,CALTAN,KLTN,K435
16303,Kolton,9813,CALTAN,KLTN,K435
16304,Koltyn,145,CALTAN,KLTN,K435
16305,Komal,141,CANAL,KML,K540
16306,Komalpreet,5,CANALPRAT,KMLP,K541
16307,Kona,64,CAN,KN,K500
16308,Koneta,6,CANAT,KNT,K530
16309,Kong,675,CANG,KNK,K520
16310,Kongmeng,72,CANGNANG,KNKM,K525
16311,Koni,11,CAN,KN,K500
16312,Konner,3189,CANAR,KNR,K560
16313,Konnie,74,CANY,KN,K500
16314,Konnor,2875,CANAR,KNR,K560
16315,Konrad,1052,CANRAD,KNRT,K563
16316,Konstantin,64,CANSTANTAN,KNST,K523
16317,Konstantina,35,CANSTANTAN,KNST,K523
16318,Konstantine,12,CANSTANTAN,KNST,K523
16319,Konstantinos,720,CANSTANTAN,KNST,K523
16320,Konstanty,5,CANSTANTY,KNST,K523
16321,Koon,10,CAN,KN,K500
16322,Kooper,1058,CAPAR,KPR,K160
16323,Kora,2176,CAR,KR,K600
16324,Korah,6,CAR,KR,K600
16325,Koraima,53,CARAN,KRM,K650
16326,Koral,68,CARAL,KRL,K640
16327,Koraline,8,CARALAN,KRLN,K645
16328,Koran,28,CARAN,KRN,K650
16329,Korban,11,CARBAN,KRPN,K615
16330,Korben,525,CARBAN,KRPN,K615
16331,Korbin,4973,CARBAN,KRPN,K615
16332,Korbyn,953,CARBAN,KRPN,K615
16333,Kordae,17,CARD,KRT,K630
16334,Korde,5,CARD,KRT,K630
16335,Kordell,378,CARDAL,KRTL,K634
16336,Koreen,26,CARAN,KRN,K650
16337,Koren,238,CARAN,KRN,K650
16338,Korena,11,CARAN,KRN,K650
16339,Korey,8188,CARY,KR,K600
16340,Kori,8228,CAR,KR,K600
16341,Korie,431,CARY,KR,K600
16342,Korin,124,CARAN,KRN,K650
16343,Korina,1029,CARAN,KRN,K650
16344,Korinna,24,CARAN,KRN,K650
16345,Korinne,96,CARAN,KRN,K650
16346,Korissa,16,CARAS,KRS,K620
16347,Korla,5,CARL,KRL,K640
16348,Kornelia,5,CARNAL,KRNL,K654
16349,Korra,145,CAR,KR,K600
16350,Korri,6,CAR,KR,K600
16351,Korrie,29,CARY,KR,K600
16352,Korrin,11,CARAN,KRN,K650
16353,Korrina,16,CARAN,KRN,K650
16354,Korrine,21,CARAN,KRN,K650
16355,Korryn,5,CARAN,KRN,K650
16356,Kort,6,CAD,KRT,K630
16357,Kortez,27,CART,KRTS,K632
16358,Kortlyn,5,CARTLAN,KRTL,K634
16359,Kortlynn,6,CARTLAN,KRTL,K634
16360,Kortnee,17,CARTNY,KRTN,K635
16361,Kortney,3236,CARTNY,KRTN,K635
16362,Kortni,125,CARTN,KRTN,K635
16363,Kortnie,23,CARTNY,KRTN,K635
16364,Korver,92,CARVAR,KRFR,K616
16365,Kory,11151,CARY,KR,K600
16366,Koryn,35,CARAN,KRN,K650
16367,Koryna,5,CARAN,KRN,K650
16368,Kosta,7,CAST,KST,K230
16369,Kostantinos,25,CASTANTAN,KSTN,K235
16370,Kostas,31,CAST,KSTS,K232
16371,Koston,21,CASTAN,KSTN,K235
16372,Kota,47,CAT,KT,K300
16373,Kotaro,17,CATAR,KTR,K360
16374,Kotryna,5,CATRAN,KTRN,K365
16375,Koty,21,CATY,KT,K300
16376,Kou,472,C,K,K000
16377,Koua,10,C,K,K000
16378,Kourosh,28,CARAS,KRX,K620
16379,Kourtlyn,5,CARTLAN,KRTL,K634
16380,Kourtnee,25,CARTNY,KRTN,K635
16381,Kourtney,11170,CARTNY,KRTN,K635
16382,Kourtni,85,CARTN,KRTN,K635
16383,Kourtnie,37,CARTNY,KRTN,K635
16384,Kowan,5,CAN,KN,K500
16385,Kowen,5,CAN,KN,K500
16386,Koy,79,CY,K,K000
16387,Kraig,3288,CRAG,KRK,K620
16388,Kramer,130,CRANAR,KRMR,K656
16389,Kraven,10,CRAVAN,KRFN,K615
16390,Kree,37,CRY,KR,K600
16391,Kreed,22,CRAD,KRT,K630
16392,Kreg,49,CRAG,KRK,K620
16393,Kreig,5,CRAG,KRK,K620
16394,Kreigh,10,CRAGH,KR,K620
16395,Kreindy,13,CRANDY,KRNT,K653
16396,Kresta,5,CRAST,KRST,K623
16397,Krew,374,CR,KR,K600
16398,Krikor,17,CRACAR,KRKR,K626
16399,Krimson,39,CRANSAN,KRMS,K652
16400,Kris,21771,CR,KRS,K620
16401,Krisalyn,11,CRASALAN,KRSL,K624
16402,Krisann,5,CRASAN,KRSN,K625
16403,Krish,2569,CRAS,KRX,K620
16404,Krisha,491,CRAS,KRX,K620
16405,Krishan,53,CRASAN,KRXN,K625
16406,Krishang,10,CRASANG,KRXN,K625
16407,Krishawn,5,CRASAN,KRXN,K625
16408,Krishiv,58,CRASAV,KRXF,K621
16409,Krishna,1127,CRASN,KRXN,K625
16410,Krisi,5,CRAS,KRS,K620
16411,Krisinda,11,CRASAND,KRSN,K625
16412,Krislyn,219,CRASLAN,KRLN,K624
16413,Krislynn,88,CRASLAN,KRLN,K624
16414,Krisna,5,CRASN,KRSN,K625
16415,Kriss,15,CR,KRS,K620
16416,Krissa,15,CRAS,KRS,K620
16417,Krissi,31,CRAS,KRS,K620
16418,Krissie,10,CRASY,KRS,K620
16419,Krissy,601,CRASY,KRS,K620
16420,Krista,70960,CRAST,KRST,K623
16421,Kristal,9030,CRASTAL,KRST,K623
16422,Kristalyn,20,CRASTALAN,KRST,K623
16423,Kristan,2989,CRASTAN,KRST,K623
16424,Kriste,15,CRAST,KRST,K623
16425,Kristeen,155,CRASTAN,KRST,K623
16426,Kristeena,6,CRASTAN,KRST,K623
16427,Kristel,814,CRASTAL,KRST,K623
16428,Kristela,5,CRASTAL,KRST,K623
16429,Kristell,21,CRASTAL,KRST,K623
16430,Kristelle,12,CRASTAL,KRST,K623
16431,Kristen,215983,CRASTAN,KRST,K623
16432,Kristena,36,CRASTAN,KRST,K623
16433,Kristene,99,CRASTAN,KRST,K623
16434,Kristi,74197,CRAST,KRST,K623
16435,Kristian,19846,CRASTAN,KRSX,K623
16436,Kristiana,950,CRASTAN,KRSX,K623
16437,Kristiane,5,CRASTAN,KRSX,K623
16438,Kristiann,5,CRASTAN,KRSX,K623
16439,Kristianna,134,CRASTAN,KRSX,K623
16440,Kristianne,16,CRASTAN,KRSX,K623
16441,Kristie,35760,CRASTY,KRST,K623
16442,Kristien,7,CRASTAN,KRST,K623
16443,Kristin,177170,CRASTAN,KRST,K623
16444,Kristina,132961,CRASTAN,KRST,K623
16445,Kristinamarie,7,CRASTANANARY,KRST,K623
16446,Kristine,80978,CRASTAN,KRST,K623
16447,Kristl,5,CRASTL,KRST,K623
16448,Kristle,232,CRASTL,KRST,K623
16449,Kristofe,9,CRASTAF,KRST,K623
16450,Kristofer,6667,CRASTAFAR,KRST,K623
16451,Kristoff,44,CRASTAF,KRST,K623
16452,Kristoffer,1856,CRASTAFAR,KRST,K623
16453,Kristofor,103,CRASTAFAR,KRST,K623
16454,Kristol,10,CRASTAL,KRST,K623
16455,Kriston,34,CRASTAN,KRST,K623
16456,Kristoph,44,CRASTAF,KRST,K623
16457,Kristopher,58803,CRASTAFAR,KRST,K623
16458,Kristy,67896,CRASTY,KRST,K623
16459,Kristyl,12,CRASTAL,KRST,K623
16460,Kristyn,6052,CRASTAN,KRST,K623
16461,Kristyna,61,CRASTAN,KRST,K623
16462,Kristyne,17,CRASTAN,KRST,K623
16463,Krithi,10,CRAT,KR0,K630
16464,Krithik,27,CRATAC,KR0K,K632
16465,Krithika,5,CRATAC,KR0K,K632
16466,Kriti,18,CRAT,KRT,K630
16467,Kritika,5,CRATAC,KRTK,K632
16468,Krizia,172,CRAS,KRS,K620
16469,Kross,20,CR,KRS,K620
16470,Kroy,10,CRY,KR,K600
16471,Krrish,5,CRAS,KRX,K620
16472,Kru,11,CR,KR,K600
16473,Krue,27,CR,KR,K600
16474,Krunal,5,CRANAL,KRNL,K654
16475,Krupa,32,CRAP,KRP,K610
16476,Kruti,6,CRAT,KRT,K630
16477,Kruz,362,CR,KRS,K620
16478,Kruze,25,CRAS,KRS,K620
16479,Krymson,10,CRANSAN,KRMS,K652
16480,Krysta,4262,CRAST,KRST,K623
16481,Krystal,71520,CRASTAL,KRST,K623
16482,Krystale,11,CRASTAL,KRST,K623
16483,Krystalyn,15,CRASTALAN,KRST,K623
16484,Krystalynn,5,CRASTALAN,KRST,K623
16485,Krystan,21,CRASTAN,KRST,K623
16486,Krystel,256,CRASTAL,KRST,K623
16487,Krystelle,5,CRASTAL,KRST,K623
16488,Krysten,2143,CRASTAN,KRST,K623
16489,Krysti,91,CRAST,KRST,K623
16490,Krystian,653,CRASTAN,KRSX,K623
16491,Krystiana,15,CRASTAN,KRSX,K623
16492,Krystie,46,CRASTY,KRST,K623
16493,Krystin,1520,CRASTAN,KRST,K623
16494,Krystina,2893,CRASTAN,KRST,K623
16495,Krystine,193,CRASTAN,KRST,K623
16496,Krystle,12007,CRASTL,KRST,K623
16497,Krystn,6,CRASTN,KRST,K623
16498,Krystopher,30,CRASTAFAR,KRST,K623
16499,Krystyn,40,CRASTAN,KRST,K623
16500,Krystyna,413,CRASTAN,KRST,K623
16501,Krystyne,10,CRASTAN,KRST,K623
16502,Krzysztof,161,CRSASTAF,KRSS,K623
16503,Ksenia,27,CSAN,KSN,K250
16504,Kseniya,5,CSANY,KSN,K250
16505,Kshawn,11,CSAN,KXN,K250
16506,Ku,5,C,K,K000
16507,Kuba,31,CAB,KP,K100
16508,Kue,22,C,K,K000
16509,Kujtim,6,CAJTAN,KTM,K235
16510,Kulia,5,CAL,KL,K400
16511,Kullen,88,CALAN,KLN,K450
16512,Kum,17,CAN,KM,K500
16513,Kumar,8,CANAR,KMR,K560
16514,Kunal,538,CANAL,KNL,K540
16515,Kunga,24,CANG,KNK,K520
16516,Kunio,29,CAN,KN,K500
16517,Kunta,202,CANT,KNT,K530
16518,Kupaa,5,CAP,KP,K100
16519,Kupono,33,CAPAN,KPN,K150
16520,Kuran,5,CARAN,KRN,K650
16521,Kurk,5,CARC,KRK,K620
16522,Kursten,6,CARSTAN,KRST,K623
16523,Kurstin,22,CARSTAN,KRST,K623
16524,Kurt,81491,CAD,KRT,K630
16525,Kurtis,14182,CART,KRTS,K632
16526,Kush,354,CAS,KX,K200
16527,Kushal,31,CASAL,KXL,K240
16528,Kushtrim,5,CASTRAN,KXTR,K236
16529,Kutana,5,CATAN,KTN,K350
16530,Kutter,152,CATAR,KTR,K360
16531,Kuuipo,92,CAP,KP,K100
16532,Kuulei,70,CAL,KL,K400
16533,Kvon,5,CVAN,KFN,K150
16534,Kwabena,69,CWABAN,KPN,K150
16535,Kwadwo,5,CWADW,KT,K300
16536,Kwaku,44,CWAC,KK,K200
16537,Kwamaine,19,CWANAN,KMN,K500
16538,Kwamane,19,CWANAN,KMN,K500
16539,Kwame,1844,CWAN,KM,K500
16540,Kwamel,5,CWANAL,KML,K540
16541,Kwan,11,CWAN,KN,K500
16542,Kwana,5,CWAN,KN,K500
16543,Kwane,5,CWAN,KN,K500
16544,Kwanza,10,CWANS,KNS,K520
16545,Kwasi,80,CWAS,KS,K200
16546,Kweli,7,CWAL,KL,K400
16547,Kwesi,127,CWAS,KS,K200
16548,Ky,113,CY,K,K000
16549,Kya,2965,C,K,K000
16550,Kyah,854,C,K,K000
16551,Kyair,17,CAR,KR,K600
16552,Kyaira,5,CAR,KR,K600
16553,Kyaire,39,CAR,KR,K600
16554,Kyan,1794,CAN,KN,K500
16555,Kyana,649,CAN,KN,K500
16556,Kyanna,499,CAN,KN,K500
16557,Kyara,1724,CAR,KR,K600
16558,Kyarah,6,CAR,KR,K600
16559,Kyarra,8,CAR,KR,K600
16560,Kyasia,175,CAS,KS,K200
16561,Kyden,225,CADAN,KTN,K350
16562,Kye,1190,CY,K,K000
16563,Kyeem,5,CAN,KM,K500
16564,Kyera,10,CAR,KR,K600
16565,Kyerra,5,CAR,KR,K600
16566,Kyesha,59,CAS,KX,K200
16567,Kyia,52,C,K,K000
16568,Kyiah,5,C,K,K000
16569,Kyian,5,CAN,KN,K500
16570,Kyjuan,151,CAJAN,KJN,K250
16571,Kyla,34862,CAL,KL,K400
16572,Kylah,3109,CAL,KL,K400
16573,Kylan,4291,CALAN,KLN,K450
16574,Kyland,38,CALAD,KLNT,K453
16575,Kylar,441,CALAR,KLR,K460
16576,Kyle,477215,CAL,KL,K400
16577,Kylea,225,CAL,KL,K400
16578,Kyleah,29,CAL,KL,K400
16579,Kyleanthony,5,CALANTANY,KLN0,K453
16580,Kylee,43368,CALY,KL,K400
16581,Kyleen,53,CALAN,KLN,K450
16582,Kylei,178,CAL,KL,K400
16583,Kyleigh,15341,CALAGH,KL,K420
16584,Kylematthew,6,CALANATAW,KLM0,K453
16585,Kylen,1274,CALAN,KLN,K450
16586,Kylene,459,CALAN,KLN,K450
16587,Kyler,26127,CALAR,KLR,K460
16588,Kyley,224,CALY,KL,K400
16589,Kyli,507,CAL,KL,K400
16590,Kylia,50,CAL,KL,K400
16591,Kylie,100183,CALY,KL,K400
16592,Kyliee,78,CALY,KL,K400
16593,Kyliegh,11,CALAGH,KLK,K420
16594,Kylin,447,CALAN,KLN,K450
16595,Kylo,5,CAL,KL,K400
16596,Kylon,321,CALAN,KLN,K450
16597,Kylynn,119,CALAN,KLN,K450
16598,Kym,328,CAN,KM,K500
16599,Kymani,2422,CANAN,KMN,K500
16600,Kymari,17,CANAR,KMR,K560
16601,Kymber,124,CANBAR,KMPR,K516
16602,Kymberlee,50,CANBARLY,KMPR,K516
16603,Kymberli,33,CANBARL,KMPR,K516
16604,Kymberly,816,CANBARLY,KMPR,K516
16605,Kymir,47,CANAR,KMR,K560
16606,Kymora,143,CANAR,KMR,K560
16607,Kyna,43,CAN,KN,K500
16608,Kynadee,23,CANADY,KNT,K530
16609,Kynadi,10,CANAD,KNT,K530
16610,Kyndal,2746,CANDAL,KNTL,K534
16611,Kyndall,3611,CANDAL,KNTL,K534
16612,Kyndel,40,CANDAL,KNTL,K534
16613,Kyndell,30,CANDAL,KNTL,K534
16614,Kyndle,69,CANDL,KNTL,K534
16615,Kyndra,647,CANDR,KNTR,K536
16616,Kynedi,11,CANAD,KNT,K530
16617,Kyng,142,CANG,KNK,K520
16618,Kyngston,8,CANGSTAN,KNKS,K523
16619,Kynisha,13,CANAS,KNX,K520
16620,Kynlea,5,CANL,KNL,K540
16621,Kynlee,2391,CANLY,KNL,K540
16622,Kynlei,5,CANL,KNL,K540
16623,Kynleigh,611,CANLAGH,KNL,K542
16624,Kynley,42,CANLY,KNL,K540
16625,Kynli,64,CANL,KNL,K540
16626,Kynlie,87,CANLY,KNL,K540
16627,Kynnedi,310,CANAD,KNT,K530
16628,Kynnedy,59,CANADY,KNT,K530
16629,Kynslee,417,CANSLY,KNSL,K524
16630,Kynsleigh,36,CANSLAGH,KNSL,K524
16631,Kynsley,77,CANSLY,KNSL,K524
16632,Kynslie,16,CANSLY,KNSL,K524
16633,Kynzee,18,CANSY,KNS,K520
16634,Kynzie,121,CANSY,KNS,K520
16635,Kynzlee,175,CANSLY,KNSL,K524
16636,Kynzleigh,18,CANSLAGH,KNSL,K524
16637,Kynzlie,5,CANSLY,KNSL,K524
16638,Kyo,5,C,K,K000
16639,Kyoko,11,CAC,KK,K200
16640,Kyon,29,CAN,KN,K500
16641,Kyong,50,CANG,KNK,K520
16642,Kyra,31226,CAR,KR,K600
16643,Kyrah,621,CAR,KR,K600
16644,Kyran,784,CARAN,KRN,K650
16645,Kyre,16,CAR,KR,K600
16646,Kyree,3089,CARY,KR,K600
16647,Kyrell,15,CARAL,KRL,K640
16648,Kyren,741,CARAN,KRN,K650
16649,Kyrene,5,CARAN,KRN,K650
16650,Kyrese,5,CARAS,KRS,K620
16651,Kyri,15,CAR,KR,K600
16652,Kyria,11,CAR,KR,K600
16653,Kyriakos,13,CARAC,KRKS,K620
16654,Kyrian,5,CARAN,KRN,K650
16655,Kyrie,3489,CARY,KR,K600
16656,Kyrillos,25,CARAL,KRLS,K642
16657,Kyrin,277,CARAN,KRN,K650
16658,Kyro,6,CAR,KR,K600
16659,Kyron,1895,CARAN,KRN,K650
16660,Kyrsten,656,CARSTAN,KRST,K623
16661,Kyrstie,5,CARSTY,KRST,K623
16662,Kyrstin,222,CARSTAN,KRST,K623
16663,Kyseem,17,CASAN,KSM,K250
16664,Kysen,112,CASAN,KSN,K250
16665,Kysha,35,CAS,KX,K200
16666,Kyshawn,7,CASAN,KXN,K250
16667,Kysir,12,CASAR,KSR,K260
16668,Kyson,2605,CASAN,KSN,K250
16669,Kyung,55,CANG,KNK,K520
16670,Kyzer,34,CASAR,KSR,K260
16671,La,565,L,L,L000
16672,Laakea,133,LAC,LK,L200
16673,Laasya,56,LAS,LS,L200
16674,Labarron,34,LABARAN,LPRN,L165
16675,Labella,5,LABAL,LPL,L140
16676,Labradford,5,LABRADFAD,LPRT,L163
16677,Labrea,5,LABR,LPR,L160
16678,Labrenda,5,LABRAND,LPRN,L165
16679,Labria,23,LABR,LPR,L160
16680,Labrittany,16,LABRATANY,LPRT,L163
16681,Labron,21,LABRAN,LPRN,L165
16682,Lace,18,LAC,LK,L200
16683,Lacee,796,LACY,LK,L200
16684,Lacey,47813,LACY,LK,L200
16685,Lachanda,20,LACAND,LKNT,L253
16686,Lachandra,66,LACANDR,LKNT,L253
16687,Lachelle,384,LACAL,LXL,L240
16688,Lacheryl,5,LACARAL,LXRL,L264
16689,Lachlan,1361,LACHLAN,LKLN,L245
16690,Laci,6853,LAC,LK,L200
16691,Lacie,7473,LACY,LK,L200
16692,Lacinda,10,LACAND,LKNT,L253
16693,Lacole,10,LACAL,LKL,L240
16694,Laconda,5,LACAND,LKNT,L253
16695,Laconya,5,LACAN,LKN,L250
16696,Lacresha,282,LACRAS,LKX,L262
16697,Lacresia,6,LACRAS,LKS,L262
16698,Lacretia,78,LACRAT,LKX,L263
16699,Lacrisha,5,LACRAS,LKX,L262
16700,Lacrystal,10,LACRASTAL,LKST,L262
16701,Lacy,19596,LACY,LK,L200
16702,Ladainian,78,LADANAN,LTNN,L350
16703,Ladaisha,27,LADAS,LTX,L320
16704,Ladamien,5,LADANAN,LTMN,L350
16705,Ladan,10,LADAN,LTN,L350
16706,Ladana,6,LADAN,LTN,L350
16707,Ladarian,17,LADARAN,LTRN,L365
16708,Ladarion,29,LADARAN,LTRN,L365
16709,Ladarious,66,LADAR,LTRS,L362
16710,Ladarius,3494,LADAR,LTRS,L362
16711,Ladarrion,6,LADARAN,LTRN,L365
16712,Ladarrius,628,LADAR,LTRS,L362
16713,Ladasha,10,LADAS,LTX,L320
16714,Ladasia,11,LADAS,LTS,L320
16715,Ladavion,5,LADAVAN,LTFN,L315
16716,Ladawn,297,LADAN,LTN,L350
16717,Ladawna,5,LADAN,LTN,L350
16718,Ladd,26,LAD,LT,L300
16719,Laddie,360,LADY,LT,L300
16720,Ladean,15,LADAN,LTN,L350
16721,Ladeana,7,LADAN,LTN,L350
16722,Ladeja,36,LADAJ,LTJ,L320
16723,Ladell,52,LADAL,LTL,L340
16724,Ladelle,11,LADAL,LTL,L340
16725,Ladena,5,LADAN,LTN,L350
16726,Ladene,6,LADAN,LTN,L350
16727,Laderrick,21,LADARAC,LTRK,L362
16728,Ladina,5,LADAN,LTN,L350
16729,Ladislado,12,LADASLAD,LTLT,L324
16730,Ladislaus,19,LADASL,LTLS,L324
16731,Ladislav,5,LADASLAV,LTLF,L324
16732,Ladon,67,LADAN,LTN,L350
16733,Ladona,11,LADAN,LTN,L350
16734,Ladonna,17836,LADAN,LTN,L350
16735,Ladonte,5,LADANT,LTNT,L353
16736,Ladora,5,LADAR,LTR,L360
16737,Lady,186,LADY,LT,L300
16738,Ladye,5,LADY,LT,L300
16739,Lael,224,LAL,LL,L400
16740,Laela,376,LAL,LL,L400
16741,Laelah,16,LAL,LL,L400
16742,Laelani,12,LALAN,LLN,L450
16743,Lafaun,5,LAFAN,LFN,L150
16744,Lafaye,5,LAFY,LF,L100
16745,Lafayette,1208,LAFYAT,LFT,L130
16746,Lafe,5,LAF,LF,L100
16747,Lafonda,52,LAFAND,LFNT,L153
16748,Lafondra,7,LAFANDR,LFNT,L153
16749,Lagina,5,LAGAN,LJN,L250
16750,Lahela,27,LAL,LHL,L400
16751,Lahna,10,LAN,LN,L500
16752,Lahoma,549,LAN,LHM,L500
16753,Lai,75,L,L,L000
16754,Laia,26,L,L,L000
16755,Laiah,10,L,L,L000
16756,Laiba,241,LAB,LP,L100
16757,Laiden,6,LADAN,LTN,L350
16758,Laiken,185,LACAN,LKN,L250
16759,Laikyn,157,LACAN,LKN,L250
16760,Laikynn,5,LACAN,LKN,L250
16761,Laila,28263,LAL,LL,L400
16762,Lailah,3548,LAL,LL,L400
16763,Lailani,462,LALAN,LLN,L450
16764,Lailany,18,LALANY,LLN,L450
16765,Lailoni,22,LALAN,LLN,L450
16766,Lain,11,LAN,LN,L500
16767,Laina,708,LAN,LN,L500
16768,Laine,828,LAN,LN,L500
16769,Lainee,106,LANY,LN,L500
16770,Lainey,5849,LANY,LN,L500
16771,Laini,6,LAN,LN,L500
16772,Lainie,270,LANY,LN,L500
16773,Laird,307,LAD,LRT,L630
16774,Laisa,31,LAS,LS,L200
16775,Laisha,1547,LAS,LX,L200
16776,Laith,762,LATH,L0,L300
16777,Laityn,10,LATAN,LTN,L350
16778,Laiya,10,LAY,L,L000
16779,Laiyah,157,LAY,L,L000
16780,Laiyla,5,LAYL,LL,L400
16781,Laiza,109,LAS,LS,L200
16782,Lajarvis,5,LAJARV,LJRF,L261
16783,Lajessica,5,LAJASAC,LJSK,L200
16784,Lajoyce,13,LAJYC,LJK,L200
16785,Lajuan,247,LAJAN,LJN,L250
16786,Lajuana,646,LAJAN,LJN,L250
16787,Lajuane,7,LAJAN,LJN,L250
16788,Lajuanna,5,LAJAN,LJN,L250
16789,Lakai,39,LAC,LK,L200
16790,Lakayla,329,LACYL,LKL,L240
16791,Lake,408,LAC,LK,L200
16792,Lakecia,69,LACAC,LKK,L200
16793,Lakedra,17,LACADR,LKTR,L236
16794,Lakeem,10,LACAN,LKM,L250
16795,Lakeesha,551,LACAS,LKX,L200
16796,Lakeeta,5,LACAT,LKT,L230
16797,Lakeia,29,LAC,LK,L200
16798,Lakeisa,6,LACAS,LKS,L200
16799,Lakeisha,11441,LACAS,LKX,L200
16800,Lakeita,5,LACAT,LKT,L230
16801,Lakeith,38,LACATH,LK0,L230
16802,Lakeitha,306,LACAT,LK0,L230
16803,Lakely,8,LACALY,LKL,L240
16804,Lakelyn,117,LACALAN,LKLN,L245
16805,Lakelynn,32,LACALAN,LKLN,L245
16806,Lakema,5,LACAN,LKM,L250
16807,Laken,3486,LACAN,LKN,L250
16808,Lakendra,1303,LACANDR,LKNT,L253
16809,Lakendria,16,LACANDR,LKNT,L253
16810,Lakendrick,355,LACANDRAC,LKNT,L253
16811,Lakenya,495,LACAN,LKN,L250
16812,Lakeria,46,LACAR,LKR,L260
16813,Lakesha,7133,LACAS,LKX,L200
16814,Lakeshia,3837,LACAS,LKX,L200
16815,Lakesia,154,LACAS,LKS,L200
16816,Lakessa,5,LACAS,LKS,L200
16817,Laketa,73,LACAT,LKT,L230
16818,Laketha,22,LACAT,LK0,L230
16819,Lakevia,17,LACAF,LKF,L210
16820,Lakeya,323,LACY,LK,L200
16821,Lakeysha,461,LACYS,LKX,L200
16822,Lakhi,5,LAC,LK,L200
16823,Lakia,1309,LAC,LK,L200
16824,Lakie,11,LACY,LK,L200
16825,Lakiesha,856,LACAS,LKX,L200
16826,Lakima,21,LACAN,LKM,L250
16827,Lakin,494,LACAN,LKN,L250
16828,Lakindra,5,LACANDR,LKNT,L253
16829,Lakira,5,LACAR,LKR,L260
16830,Lakisa,5,LACAS,LKS,L200
16831,Lakisha,11177,LACAS,LKX,L200
16832,Lakishia,23,LACAS,LKX,L200
16833,Lakita,577,LACAT,LKT,L230
16834,Lakiya,21,LACY,LK,L200
16835,Lakota,206,LACAT,LKT,L230
16836,Lakresha,5,LACRAS,LKRX,L262
16837,Lakrisha,16,LACRAS,LKRX,L262
16838,Laksh,5,LACS,LKX,L200
16839,Lakshmi,100,LACSN,LKXM,L250
16840,Laksmi,5,LACSN,LKSM,L250
16841,Lakyn,761,LACAN,LKN,L250
16842,Lakynn,16,LACAN,LKN,L250
16843,Lakyra,5,LACAR,LKR,L260
16844,Lala,231,LAL,LL,L400
16845,Lalani,10,LALAN,LLN,L450
16846,Lalanya,5,LALAN,LLN,L450
16847,Lalena,53,LALAN,LLN,L450
16848,Lalia,5,LAL,LL,L400
16849,Lalita,7,LALAT,LLT,L430
16850,Lallie,10,LALY,LL,L400
16851,Lalo,49,LAL,LL,L400
16852,Lam,76,LAN,LM,L500
16853,Lama,10,LAN,LM,L500
16854,Lamanda,11,LANAND,LMNT,L530
16855,Lamar,28538,LANAR,LMR,L560
16856,Lamarcus,1646,LANARC,LMRK,L562
16857,Lamari,23,LANAR,LMR,L560
16858,Lamaria,42,LANAR,LMR,L560
16859,Lamario,41,LANAR,LMR,L560
16860,Lamarion,410,LANARAN,LMRN,L565
16861,Lamark,5,LANARC,LMRK,L562
16862,Lamarr,873,LANAR,LMR,L560
16863,Lamaya,41,LANY,LM,L500
16864,Lambert,636,LANBAD,LMPR,L516
16865,Lamberto,73,LANBART,LMPR,L516
16866,Lameek,21,LANAC,LMK,L520
